date,co2
1995-12-20,360.68
1995-12-21,361.45
1995-12-22,360.79
1995-12-23,360.84
1995-12-24,360.93
1995-12-25,360.84
1995-12-26,361.21
1995-12-27,361.87
1995-12-28,362.38
1995-12-29,361.64
1995-12-30,361.92
1995-12-31,361.7
1996-01-01,362.6
1996-01-02,362.43
1996-01-03,362.04
1996-01-04,361.81
1996-01-05,361.54
1996-01-06,361.76
1996-01-07,361.65
1996-01-08,362.02
1996-01-09,363.07
1996-01-10,362.42
1996-01-11,362.11
1996-01-12,362.59
1996-01-13,362.44
1996-01-14,361.94
1996-01-15,361.9
1996-01-16,361.99
1996-01-17,362.13
1996-01-18,362.16
1996-01-19,362.14
1996-01-20,361.99
1996-01-21,362.1
1996-01-22,362.33
1996-01-23,362.56
1996-01-24,362.46000000000004
1996-01-25,362.36
1996-01-26,362.3
1996-01-27,362.33
1996-01-28,362.32
1996-01-29,362.25
1996-01-30,362.31
1996-01-31,362.31
1996-02-01,363.0
1996-02-02,363.13
1996-02-03,362.45
1996-02-04,362.22
1996-02-05,363.22
1996-02-06,363.07
1996-02-07,363.53
1996-02-08,363.25
1996-02-09,363.105
1996-02-10,362.96
1996-02-11,364.61
1996-02-12,363.27
1996-02-13,362.75
1996-02-14,362.74
1996-02-15,362.73
1996-02-16,362.77
1996-02-17,363.21
1996-02-18,362.93
1996-02-19,363.61
1996-02-20,363.79
1996-02-21,363.09
1996-02-22,363.59
1996-02-23,364.36
1996-02-24,364.49
1996-02-25,364.51
1996-02-26,364.32
1996-02-27,364.35
1996-02-28,363.41
1996-02-29,363.12
1996-03-01,363.69
1996-03-02,364.99
1996-03-03,363.45
1996-03-04,363.79
1996-03-05,364.75
1996-03-06,364.2
1996-03-07,364.97
1996-03-08,364.02
1996-03-09,363.55
1996-03-10,362.89
1996-03-11,363.73
1996-03-12,363.82
1996-03-13,363.53
1996-03-14,364.26
1996-03-15,363.27
1996-03-16,365.22
1996-03-17,364.515
1996-03-18,363.81
1996-03-19,363.77
1996-03-20,364.245
1996-03-21,364.72
1996-03-22,365.26
1996-03-23,365.33
1996-03-24,365.33
1996-03-25,364.21
1996-03-26,365.04
1996-03-27,364.25
1996-03-28,363.95
1996-03-29,364.14
1996-03-30,365.34
1996-03-31,364.80499999999995
1996-04-01,364.27
1996-04-02,364.25
1996-04-03,364.05
1996-04-04,364.36
1996-04-05,364.67
1996-04-06,364.66
1996-04-07,365.76
1996-04-08,365.46
1996-04-09,362.6
1996-04-10,364.27
1996-04-11,365.06
1996-04-12,365.15
1996-04-13,364.83
1996-04-14,364.56
1996-04-15,365.59
1996-04-16,365.14
1996-04-17,364.67
1996-04-18,364.61
1996-04-19,364.43
1996-04-20,364.82
1996-04-21,364.02
1996-04-22,364.32
1996-04-23,364.75
1996-04-24,364.33
1996-04-25,364.78
1996-04-26,365.29
1996-04-27,365.06
1996-04-28,365.42
1996-04-29,364.96
1996-04-30,364.73
1996-05-01,365.81
1996-05-02,365.1
1996-05-03,365.03
1996-05-04,364.99
1996-05-05,365.54
1996-05-06,363.84
1996-05-07,364.31
1996-05-08,364.17
1996-05-09,364.23
1996-05-10,365.72
1996-05-11,365.94
1996-05-12,365.76
1996-05-13,365.275
1996-05-14,364.79
1996-05-15,365.56
1996-05-16,365.71
1996-05-17,366.0
1996-05-18,365.77
1996-05-19,365.22
1996-05-20,364.84
1996-05-21,366.02
1996-05-22,366.08
1996-05-23,365.31
1996-05-24,364.96
1996-05-25,365.4
1996-05-26,365.15
1996-05-27,365.67
1996-05-28,365.71
1996-05-29,365.03
1996-05-30,365.19
1996-05-31,364.76
1996-06-01,364.7
1996-06-02,364.93
1996-06-03,364.93
1996-06-04,364.95
1996-06-05,365.27
1996-06-06,365.53
1996-06-07,365.04
1996-06-08,365.04
1996-06-09,366.14
1996-06-10,365.68
1996-06-11,365.59
1996-06-12,365.31
1996-06-13,365.16
1996-06-14,365.17
1996-06-15,364.88
1996-06-16,364.77
1996-06-17,365.43
1996-06-18,365.4
1996-06-19,365.49
1996-06-20,365.4
1996-06-21,365.34
1996-06-22,364.62
1996-06-23,365.24
1996-06-24,365.22
1996-06-25,364.36
1996-06-26,364.53
1996-06-27,364.32
1996-06-28,364.22
1996-06-29,364.57
1996-06-30,364.48
1996-07-01,364.18
1996-07-02,364.34
1996-07-03,364.39
1996-07-04,365.1
1996-07-05,364.98
1996-07-06,364.42
1996-07-07,364.04
1996-07-08,363.84
1996-07-09,363.69
1996-07-10,363.88
1996-07-11,364.17
1996-07-12,364.06
1996-07-13,363.97
1996-07-14,363.02
1996-07-15,363.67
1996-07-16,363.8
1996-07-17,363.88
1996-07-18,363.87
1996-07-19,363.61
1996-07-20,363.65
1996-07-21,362.98
1996-07-22,363.65
1996-07-23,363.49
1996-07-24,363.17
1996-07-25,363.33
1996-07-26,363.36
1996-07-27,362.84
1996-07-28,362.91
1996-07-29,362.82
1996-07-30,362.79
1996-07-31,362.38
1996-08-01,362.38
1996-08-02,361.44
1996-08-03,361.05
1996-08-04,361.81
1996-08-05,361.75
1996-08-06,361.72
1996-08-07,362.4
1996-08-08,362.75
1996-08-09,362.45
1996-08-10,362.25
1996-08-11,362.0
1996-08-12,362.33
1996-08-13,361.51
1996-08-14,362.03
1996-08-15,361.93666666666667
1996-08-16,361.8433333333333
1996-08-17,361.75
1996-08-18,361.23
1996-08-19,361.21
1996-08-20,360.99
1996-08-21,360.97
1996-08-22,361.22
1996-08-23,361.29
1996-08-24,361.11
1996-08-25,361.12
1996-08-26,360.75
1996-08-27,360.38
1996-08-28,361.11
1996-08-29,361.27
1996-08-30,360.94
1996-08-31,361.21
1996-09-01,361.03
1996-09-02,360.65
1996-09-03,360.02
1996-09-04,360.11
1996-09-05,360.2
1996-09-06,360.77
1996-09-07,358.69
1996-09-08,360.21
1996-09-09,359.99
1996-09-10,359.96
1996-09-11,360.36
1996-09-12,360.69
1996-09-13,360.73
1996-09-14,358.64
1996-09-15,361.21
1996-09-16,359.51
1996-09-17,357.81
1996-09-18,358.69
1996-09-19,358.97
1996-09-20,358.95
1996-09-21,359.29
1996-09-22,359.54
1996-09-23,359.46
1996-09-24,359.72
1996-09-25,359.65
1996-09-26,359.2
1996-09-27,358.63
1996-09-28,358.78999999999996
1996-09-29,358.95
1996-09-30,359.11
1996-10-01,359.27
1996-10-02,359.44
1996-10-03,359.60999999999996
1996-10-04,359.78
1996-10-05,359.23
1996-10-06,359.28
1996-10-07,359.39
1996-10-08,360.15
1996-10-09,359.88
1996-10-10,359.52
1996-10-11,359.38
1996-10-12,359.48
1996-10-13,359.47
1996-10-14,360.34
1996-10-15,360.1
1996-10-16,359.78
1996-10-17,359.82
1996-10-18,359.83
1996-10-19,359.95
1996-10-20,359.81
1996-10-21,359.8
1996-10-22,359.55
1996-10-23,359.42
1996-10-24,359.55
1996-10-25,359.73
1996-10-26,359.78
1996-10-27,360.23
1996-10-28,360.43
1996-10-29,359.97
1996-10-30,359.81
1996-10-31,359.86
1996-11-01,360.37
1996-11-02,360.23
1996-11-03,360.31
1996-11-04,360.35
1996-11-05,360.33
1996-11-06,360.12
1996-11-07,360.39
1996-11-08,360.66
1996-11-09,360.72
1996-11-10,360.81
1996-11-11,360.96
1996-11-12,361.19
1996-11-13,361.01
1996-11-14,360.98
1996-11-15,361.03
1996-11-16,361.05
1996-11-17,361.08
1996-11-18,361.22
1996-11-19,362.15
1996-11-20,361.75
1996-11-21,361.73
1996-11-22,361.43
1996-11-23,361.27
1996-11-24,361.54
1996-11-25,361.3
1996-11-26,361.14
1996-11-27,361.17
1996-11-28,361.6
1996-11-29,361.38
1996-11-30,361.65
1996-12-01,361.5
1996-12-02,361.8
1996-12-03,361.7
1996-12-04,361.82
1996-12-05,361.94
1996-12-06,361.94
1996-12-07,362.53499999999997
1996-12-08,363.13
1996-12-09,362.63
1996-12-10,362.06
1996-12-11,362.42
1996-12-12,362.06
1996-12-13,362.08
1996-12-14,362.26
1996-12-15,362.32
1996-12-16,362.29
1996-12-17,363.5
1996-12-18,362.97
1996-12-19,362.35
1996-12-20,362.46
1996-12-21,362.51
1996-12-22,362.48
1996-12-23,362.61
1996-12-24,362.35
1996-12-25,362.43
1996-12-26,362.38
1996-12-27,362.46
1996-12-28,362.59
1996-12-29,362.77
1996-12-30,363.28
1996-12-31,362.93
1997-01-01,362.83
1997-01-02,362.77
1997-01-03,363.01
1997-01-04,362.83
1997-01-05,362.97
1997-01-06,363.02
1997-01-07,363.12
1997-01-08,363.87
1997-01-09,363.05
1997-01-10,362.65
1997-01-11,363.11
1997-01-12,363.11
1997-01-13,362.77
1997-01-14,363.3
1997-01-15,363.15
1997-01-16,362.76
1997-01-17,362.89
1997-01-18,363.88
1997-01-19,363.62
1997-01-20,363.18
1997-01-21,363.26
1997-01-22,363.3
1997-01-23,364.62
1997-01-24,364.27
1997-01-25,363.33
1997-01-26,363.36
1997-01-27,363.06
1997-01-28,363.37
1997-01-29,363.5
1997-01-30,363.28
1997-01-31,363.15
1997-02-01,363.63
1997-02-02,363.72
1997-02-03,363.81
1997-02-04,363.49
1997-02-05,363.05
1997-02-06,363.55
1997-02-07,363.85
1997-02-08,364.38
1997-02-09,364.53
1997-02-10,364.68
1997-02-11,364.6
1997-02-12,364.41
1997-02-13,364.19
1997-02-14,364.22
1997-02-15,364.39
1997-02-16,364.15
1997-02-17,363.72
1997-02-18,363.56
1997-02-19,363.82
1997-02-20,363.41
1997-02-21,363.38
1997-02-22,364.45
1997-02-23,364.4
1997-02-24,365.41
1997-02-25,365.32
1997-02-26,365.95
1997-02-27,365.09
1997-02-28,364.61
1997-03-01,363.91
1997-03-02,364.07
1997-03-03,363.78
1997-03-04,363.92
1997-03-05,363.81
1997-03-06,364.35
1997-03-07,364.01
1997-03-08,364.13
1997-03-09,363.91
1997-03-10,364.3
1997-03-11,364.69
1997-03-12,364.38
1997-03-13,364.41
1997-03-14,364.24
1997-03-15,364.16
1997-03-16,364.21
1997-03-17,364.15
1997-03-18,364.39
1997-03-19,364.8
1997-03-20,366.19
1997-03-21,364.79
1997-03-22,364.89
1997-03-23,364.85
1997-03-24,364.53
1997-03-25,365.03
1997-03-26,365.87
1997-03-27,365.69
1997-03-28,365.55
1997-03-29,365.77
1997-03-30,365.35
1997-03-31,365.89
1997-04-01,365.85
1997-04-02,365.81
1997-04-03,366.18
1997-04-04,366.05
1997-04-05,365.98
1997-04-06,366.0825
1997-04-07,366.185
1997-04-08,366.2875
1997-04-09,366.39
1997-04-10,365.98
1997-04-11,365.95000000000005
1997-04-12,365.92
1997-04-13,366.25
1997-04-14,366.39
1997-04-15,366.34
1997-04-16,366.21
1997-04-17,365.93
1997-04-18,367.16
1997-04-19,368.16
1997-04-20,367.73333333333335
1997-04-21,367.3066666666667
1997-04-22,366.88
1997-04-23,366.92333333333335
1997-04-24,366.96666666666664
1997-04-25,367.01
1997-04-26,366.63
1997-04-27,367.3
1997-04-28,366.63
1997-04-29,366.44
1997-04-30,367.18
1997-05-01,367.25
1997-05-02,366.15
1997-05-03,366.3
1997-05-04,365.81
1997-05-05,365.99
1997-05-06,367.31
1997-05-07,366.77
1997-05-08,367.09
1997-05-09,366.9
1997-05-10,366.35
1997-05-11,367.12
1997-05-12,366.73
1997-05-13,366.81
1997-05-14,366.96
1997-05-15,366.92
1997-05-16,366.79
1997-05-17,367.39
1997-05-18,367.42
1997-05-19,366.93
1997-05-20,366.86
1997-05-21,367.51
1997-05-22,367.25
1997-05-23,367.2
1997-05-24,366.86
1997-05-25,365.32
1997-05-26,365.75333333333333
1997-05-27,366.18666666666667
1997-05-28,366.62
1997-05-29,366.43
1997-05-30,366.88
1997-05-31,366.53
1997-06-01,366.41999999999996
1997-06-02,366.31
1997-06-03,366.2
1997-06-04,366.59
1997-06-05,365.88
1997-06-06,365.88
1997-06-07,366.49
1997-06-08,366.14
1997-06-09,365.79
1997-06-10,365.87
1997-06-11,365.8
1997-06-12,365.92
1997-06-13,366.13
1997-06-14,365.85
1997-06-15,365.71
1997-06-16,365.42
1997-06-17,365.86
1997-06-18,365.14
1997-06-19,365.04
1997-06-20,365.55
1997-06-21,365.75
1997-06-22,365.45
1997-06-23,365.44
1997-06-24,365.45
1997-06-25,365.31
1997-06-26,365.18
1997-06-27,365.34
1997-06-28,365.36
1997-06-29,365.38
1997-06-30,365.32
1997-07-01,365.7
1997-07-02,365.55
1997-07-03,365.09
1997-07-04,365.09
1997-07-05,364.62
1997-07-06,364.29
1997-07-07,364.875
1997-07-08,365.46
1997-07-09,365.2966666666667
1997-07-10,365.1333333333333
1997-07-11,364.97
1997-07-12,365.0
1997-07-13,364.88
1997-07-14,364.99
1997-07-15,364.29
1997-07-16,364.405
1997-07-17,364.52
1997-07-18,364.56
1997-07-19,364.48
1997-07-20,362.69
1997-07-21,364.09
1997-07-22,363.94
1997-07-23,363.85
1997-07-24,363.795
1997-07-25,363.74
1997-07-26,364.22
1997-07-27,364.22
1997-07-28,364.21
1997-07-29,363.96666666666664
1997-07-30,363.72333333333336
1997-07-31,363.48
1997-08-01,363.31
1997-08-02,363.41
1997-08-03,363.38
1997-08-04,363.125
1997-08-05,362.87
1997-08-06,363.28
1997-08-07,363.49
1997-08-08,363.5
1997-08-09,363.48
1997-08-10,363.5
1997-08-11,363.47
1997-08-12,362.87
1997-08-13,362.27
1997-08-14,361.82
1997-08-15,363.16
1997-08-16,362.48
1997-08-17,361.41
1997-08-18,361.3575
1997-08-19,361.305
1997-08-20,361.2525
1997-08-21,361.2
1997-08-22,361.41
1997-08-23,361.31
1997-08-24,361.35
1997-08-25,362.74
1997-08-26,361.35
1997-08-27,362.71
1997-08-28,361.34
1997-08-29,361.12
1997-08-30,361.25
1997-08-31,361.52
1997-09-01,361.79
1997-09-02,362.06
1997-09-03,362.04
1997-09-04,362.06
1997-09-05,360.83
1997-09-06,360.97
1997-09-07,361.24
1997-09-08,359.68
1997-09-09,359.98
1997-09-10,359.92
1997-09-11,359.75
1997-09-12,360.49
1997-09-13,360.54
1997-09-14,360.18
1997-09-15,360.61
1997-09-16,361.28
1997-09-17,360.93
1997-09-18,360.66
1997-09-19,359.83
1997-09-20,359.86
1997-09-21,360.0
1997-09-22,360.16999999999996
1997-09-23,360.34
1997-09-24,360.28999999999996
1997-09-25,360.24
1997-09-26,359.66
1997-09-27,359.9
1997-09-28,359.85
1997-09-29,359.455
1997-09-30,359.06
1997-10-01,360.33
1997-10-02,361.03
1997-10-03,360.73
1997-10-04,360.43
1997-10-05,360.2
1997-10-06,361.06
1997-10-07,360.7
1997-10-08,360.74666666666667
1997-10-09,360.7933333333333
1997-10-10,360.84
1997-10-11,360.62
1997-10-12,360.69
1997-10-13,360.58
1997-10-14,360.62
1997-10-15,360.72
1997-10-16,360.76
1997-10-17,360.78
1997-10-18,361.94
1997-10-19,360.89
1997-10-20,360.92
1997-10-21,361.26
1997-10-22,361.36
1997-10-23,361.35
1997-10-24,361.16
1997-10-25,361.28
1997-10-26,361.08
1997-10-27,361.15
1997-10-28,361.23
1997-10-29,361.545
1997-10-30,361.86
1997-10-31,361.91
1997-11-01,361.46
1997-11-02,361.73
1997-11-03,362.17
1997-11-04,362.25
1997-11-05,362.1
1997-11-06,362.26
1997-11-07,362.31
1997-11-08,362.63
1997-11-09,362.27
1997-11-10,362.26
1997-11-11,362.49
1997-11-12,362.48
1997-11-13,362.29
1997-11-14,362.03
1997-11-15,362.24
1997-11-16,362.34
1997-11-17,362.17
1997-11-18,362.64
1997-11-19,362.57
1997-11-20,362.56
1997-11-21,363.36
1997-11-22,363.13
1997-11-23,363.15
1997-11-24,363.36
1997-11-25,363.62
1997-11-26,363.43
1997-11-27,363.06
1997-11-28,363.1
1997-11-29,364.25
1997-11-30,363.75
1997-12-01,363.55
1997-12-02,364.35
1997-12-03,364.95
1997-12-04,364.45
1997-12-05,363.8
1997-12-06,363.92
1997-12-07,364.11
1997-12-08,363.98
1997-12-09,364.14
1997-12-10,364.07
1997-12-11,364.34
1997-12-12,364.12
1997-12-13,364.59
1997-12-14,364.725
1997-12-15,364.86
1997-12-16,364.43
1997-12-17,364.38
1997-12-18,364.43
1997-12-19,364.24
1997-12-20,364.34
1997-12-21,364.41
1997-12-22,364.45
1997-12-23,364.54
1997-12-24,364.37
1997-12-25,365.61
1997-12-26,365.55
1997-12-27,365.16
1997-12-28,364.87
1997-12-29,365.08
1997-12-30,364.69
1997-12-31,365.72
1998-01-01,365.33
1998-01-02,365.37
1998-01-03,364.98
1998-01-04,365.53
1998-01-05,365.16
1998-01-06,366.27
1998-01-07,366.09
1998-01-08,365.04
1998-01-09,364.8
1998-01-10,365.12
1998-01-11,366.07
1998-01-12,365.58
1998-01-13,365.12
1998-01-14,364.96
1998-01-15,365.36
1998-01-16,365.4
1998-01-17,365.53
1998-01-18,365.2
1998-01-19,365.245
1998-01-20,365.29
1998-01-21,364.86
1998-01-22,365.42
1998-01-23,365.21
1998-01-24,365.33
1998-01-25,365.46
1998-01-26,366.29
1998-01-27,365.21
1998-01-28,365.14
1998-01-29,365.11
1998-01-30,366.22
1998-01-31,365.06
1998-02-01,364.9
1998-02-02,365.93
1998-02-03,365.95
1998-02-04,366.5
1998-02-05,367.05
1998-02-06,366.44
1998-02-07,365.84
1998-02-08,365.64
1998-02-09,365.55
1998-02-10,366.72
1998-02-11,365.67
1998-02-12,365.67
1998-02-13,365.46
1998-02-14,365.48
1998-02-15,365.13
1998-02-16,365.47
1998-02-17,365.6
1998-02-18,365.49
1998-02-19,365.72
1998-02-20,366.67
1998-02-21,366.49
1998-02-22,365.96
1998-02-23,367.74
1998-02-24,366.78
1998-02-25,367.27
1998-02-26,366.82
1998-02-27,366.43
1998-02-28,366.56
1998-03-01,367.57
1998-03-02,368.71
1998-03-03,367.0
1998-03-04,367.7
1998-03-05,367.1
1998-03-06,366.75
1998-03-07,365.82
1998-03-08,368.39
1998-03-09,366.5
1998-03-10,366.45
1998-03-11,366.5
1998-03-12,366.5
1998-03-13,366.27
1998-03-14,366.91
1998-03-15,367.22
1998-03-16,366.23
1998-03-17,366.46
1998-03-18,367.41
1998-03-19,367.78
1998-03-20,367.38
1998-03-21,366.21
1998-03-22,366.91
1998-03-23,367.17
1998-03-24,367.75
1998-03-25,368.66
1998-03-26,369.2
1998-03-27,367.87
1998-03-28,367.72
1998-03-29,368.29
1998-03-30,368.7
1998-03-31,369.14
1998-04-01,368.93
1998-04-02,368.91
1998-04-03,368.76
1998-04-04,369.89
1998-04-05,368.8
1998-04-06,368.12
1998-04-07,368.1
1998-04-08,368.05
1998-04-09,368.39
1998-04-10,368.71
1998-04-11,369.11
1998-04-12,368.81
1998-04-13,368.81
1998-04-14,368.69
1998-04-15,368.75
1998-04-16,368.66
1998-04-17,368.285
1998-04-18,367.91
1998-04-19,367.92
1998-04-20,367.62
1998-04-21,368.66
1998-04-22,368.67
1998-04-23,368.83
1998-04-24,368.81
1998-04-25,368.88
1998-04-26,369.01
1998-04-27,368.94
1998-04-28,370.17
1998-04-29,370.35
1998-04-30,369.59
1998-05-01,370.05
1998-05-02,369.69
1998-05-03,370.25
1998-05-04,370.1
1998-05-05,369.95
1998-05-06,370.12
1998-05-07,369.95
1998-05-08,369.9
1998-05-09,368.75
1998-05-10,368.75
1998-05-11,367.61
1998-05-12,368.36
1998-05-13,368.59
1998-05-14,368.27
1998-05-15,368.28
1998-05-16,369.3
1998-05-17,369.25
1998-05-18,368.79
1998-05-19,369.85
1998-05-20,370.76
1998-05-21,370.3
1998-05-22,369.84
1998-05-23,369.81
1998-05-24,369.67
1998-05-25,370.19
1998-05-26,370.03
1998-05-27,370.17
1998-05-28,370.3
1998-05-29,370.19
1998-05-30,370.02
1998-05-31,369.93
1998-06-01,369.85
1998-06-02,369.90500000000003
1998-06-03,369.96
1998-06-04,369.46
1998-06-05,369.56
1998-06-06,369.68
1998-06-07,369.21
1998-06-08,369.08
1998-06-09,369.26
1998-06-10,369.81
1998-06-11,369.21
1998-06-12,368.81
1998-06-13,369.51
1998-06-14,369.08
1998-06-15,368.92
1998-06-16,369.38
1998-06-17,368.98
1998-06-18,368.8
1998-06-19,368.62
1998-06-20,368.65
1998-06-21,368.93
1998-06-22,369.02
1998-06-23,369.0
1998-06-24,369.09
1998-06-25,368.81
1998-06-26,368.87
1998-06-27,368.63
1998-06-28,368.56
1998-06-29,368.63
1998-06-30,368.58
1998-07-01,368.33
1998-07-02,368.16
1998-07-03,367.77
1998-07-04,367.79999999999995
1998-07-05,367.83
1998-07-06,369.4
1998-07-07,368.96999999999997
1998-07-08,368.54
1998-07-09,368.11
1998-07-10,368.1
1998-07-11,369.44
1998-07-12,369.33
1998-07-13,367.65
1998-07-14,368.05
1998-07-15,366.6
1998-07-16,367.00666666666666
1998-07-17,367.41333333333336
1998-07-18,367.82
1998-07-19,368.51
1998-07-20,368.33
1998-07-21,367.86
1998-07-22,368.17
1998-07-23,368.125
1998-07-24,368.08
1998-07-25,367.38
1998-07-26,366.64
1998-07-27,367.04499999999996
1998-07-28,367.45
1998-07-29,367.24
1998-07-30,367.58
1998-07-31,367.46500000000003
1998-08-01,367.35
1998-08-02,367.37
1998-08-03,367.27
1998-08-04,367.2
1998-08-05,367.1
1998-08-06,366.9
1998-08-07,366.87
1998-08-08,366.66
1998-08-09,366.13
1998-08-10,366.46
1998-08-11,366.63
1998-08-12,366.34
1998-08-13,366.44
1998-08-14,366.29
1998-08-15,366.36
1998-08-16,365.72
1998-08-17,365.48
1998-08-18,365.44
1998-08-19,365.54
1998-08-20,365.93
1998-08-21,365.95
1998-08-22,365.75
1998-08-23,365.36
1998-08-24,365.47
1998-08-25,365.64
1998-08-26,365.71
1998-08-27,365.8
1998-08-28,365.52
1998-08-29,364.91
1998-08-30,364.625
1998-08-31,364.34
1998-09-01,365.09
1998-09-02,364.76
1998-09-03,364.91
1998-09-04,365.3
1998-09-05,364.92
1998-09-06,364.63
1998-09-07,364.5
1998-09-08,365.09
1998-09-09,364.78
1998-09-10,364.13
1998-09-11,364.83
1998-09-12,363.21
1998-09-13,363.49
1998-09-14,363.81
1998-09-15,363.84000000000003
1998-09-16,363.87
1998-09-17,364.17
1998-09-18,363.81
1998-09-19,363.56
1998-09-20,363.46
1998-09-21,363.62
1998-09-22,363.47
1998-09-23,363.42
1998-09-24,363.87
1998-09-25,363.79
1998-09-26,363.92
1998-09-27,364.08
1998-09-28,364.075
1998-09-29,364.07
1998-09-30,364.2
1998-10-01,363.85
1998-10-02,364.12
1998-10-03,364.84
1998-10-04,364.46
1998-10-05,364.13
1998-10-06,364.32
1998-10-07,364.1
1998-10-08,363.98
1998-10-09,364.02
1998-10-10,364.64
1998-10-11,364.26
1998-10-12,364.5
1998-10-13,364.34
1998-10-14,364.39
1998-10-15,364.45
1998-10-16,364.44
1998-10-17,364.69
1998-10-18,364.635
1998-10-19,364.58
1998-10-20,364.7
1998-10-21,364.34
1998-10-22,364.84
1998-10-23,364.76
1998-10-24,364.81
1998-10-25,364.64
1998-10-26,364.57
1998-10-27,365.59
1998-10-28,365.23
1998-10-29,364.92
1998-10-30,364.79
1998-10-31,364.82
1998-11-01,364.89
1998-11-02,365.22
1998-11-03,364.9
1998-11-04,365.04
1998-11-05,365.17
1998-11-06,365.13
1998-11-07,365.23
1998-11-08,365.28
1998-11-09,365.45
1998-11-10,365.61
1998-11-11,365.73
1998-11-12,365.61
1998-11-13,365.692
1998-11-14,365.774
1998-11-15,365.856
1998-11-16,365.938
1998-11-17,366.02
1998-11-18,365.97
1998-11-19,366.08333333333337
1998-11-20,366.19666666666666
1998-11-21,366.31
1998-11-22,366.09
1998-11-23,365.93
1998-11-24,365.945
1998-11-25,365.96
1998-11-26,365.59
1998-11-27,366.1
1998-11-28,366.16
1998-11-29,366.34
1998-11-30,366.02
1998-12-01,366.56
1998-12-02,367.16
1998-12-03,367.64
1998-12-04,367.46999999999997
1998-12-05,367.3
1998-12-06,367.13
1998-12-07,366.96000000000004
1998-12-08,366.79
1998-12-09,366.64
1998-12-10,367.22
1998-12-11,367.22
1998-12-12,367.0
1998-12-13,366.86
1998-12-14,366.95
1998-12-15,367.39
1998-12-16,366.92
1998-12-17,368.1
1998-12-18,367.89
1998-12-19,367.68
1998-12-20,367.88
1998-12-21,367.29
1998-12-22,366.95
1998-12-23,367.48
1998-12-24,367.58
1998-12-25,367.5
1998-12-26,367.4
1998-12-27,367.95
1998-12-28,368.12
1998-12-29,367.81
1998-12-30,367.6
1998-12-31,367.49
1999-01-01,367.6
1999-01-02,367.96
1999-01-03,367.88
1999-01-04,368.38
1999-01-05,368.11
1999-01-06,367.88
1999-01-07,367.86
1999-01-08,367.85
1999-01-09,367.81
1999-01-10,369.04
1999-01-11,368.47
1999-01-12,368.11
1999-01-13,367.98
1999-01-14,368.11
1999-01-15,368.09
1999-01-16,368.09
1999-01-17,367.95
1999-01-18,367.9266666666667
1999-01-19,367.9033333333333
1999-01-20,367.88
1999-01-21,367.94
1999-01-22,367.99
1999-01-23,368.11
1999-01-24,368.35
1999-01-25,369.23
1999-01-26,369.91
1999-01-27,369.39
1999-01-28,369.4
1999-01-29,369.28
1999-01-30,369.48249999999996
1999-01-31,369.68499999999995
1999-02-01,369.8875
1999-02-02,370.09
1999-02-03,369.53
1999-02-04,369.46
1999-02-05,369.12
1999-02-06,368.94
1999-02-07,369.11
1999-02-08,369.42
1999-02-09,369.93
1999-02-10,369.31
1999-02-11,368.98
1999-02-12,368.64
1999-02-13,369.53
1999-02-14,369.72
1999-02-15,369.3566666666667
1999-02-16,368.99333333333334
1999-02-17,368.63
1999-02-18,368.25
1999-02-19,368.395
1999-02-20,368.54
1999-02-21,369.29
1999-02-22,369.9
1999-02-23,369.92
1999-02-24,368.92
1999-02-25,368.69
1999-02-26,368.74
1999-02-27,368.6775
1999-02-28,368.615
1999-03-01,368.5525
1999-03-02,368.49
1999-03-03,368.39
1999-03-04,368.03499999999997
1999-03-05,367.68
1999-03-06,368.21
1999-03-07,368.46
1999-03-08,368.6
1999-03-09,369.64
1999-03-10,368.79
1999-03-11,368.97
1999-03-12,370.73
1999-03-13,370.57
1999-03-14,370.93666666666667
1999-03-15,371.30333333333334
1999-03-16,371.67
1999-03-17,370.3
1999-03-18,369.95
1999-03-19,369.33
1999-03-20,370.45
1999-03-21,370.60333333333335
1999-03-22,370.75666666666666
1999-03-23,370.91
1999-03-24,370.46
1999-03-25,370.31
1999-03-26,370.29
1999-03-27,371.67
1999-03-28,371.93
1999-03-29,369.57
1999-03-30,370.26
1999-03-31,371.02
1999-04-01,370.98
1999-04-02,370.9
1999-04-03,371.13
1999-04-04,371.65999999999997
1999-04-05,372.19
1999-04-06,371.6
1999-04-07,371.43
1999-04-08,371.95
1999-04-09,371.81
1999-04-10,372.39
1999-04-11,372.28
1999-04-12,371.94
1999-04-13,371.45
1999-04-14,371.53
1999-04-15,371.36
1999-04-16,371.29
1999-04-17,371.86
1999-04-18,371.35
1999-04-19,370.81
1999-04-20,371.09
1999-04-21,370.12
1999-04-22,369.57
1999-04-23,369.42
1999-04-24,370.81
1999-04-25,371.14
1999-04-26,371.31
1999-04-27,370.83
1999-04-28,370.46
1999-04-29,370.24
1999-04-30,370.61
1999-05-01,370.92333333333335
1999-05-02,371.2366666666667
1999-05-03,371.55
1999-05-04,371.69
1999-05-05,371.87
1999-05-06,371.68
1999-05-07,371.58
1999-05-08,371.76
1999-05-09,371.47
1999-05-10,371.35
1999-05-11,371.3
1999-05-12,371.4
1999-05-13,371.0
1999-05-14,370.95
1999-05-15,371.19
1999-05-16,371.39
1999-05-17,371.5
1999-05-18,370.745
1999-05-19,369.99
1999-05-20,370.3
1999-05-21,370.41
1999-05-22,370.52
1999-05-23,370.11
1999-05-24,370.865
1999-05-25,371.62
